Gene;Signature;Label;Class;Reference;DOI;Geneset_size;Description;Remark;use_ssgsea
PSMF1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"proteasome inhibitor subunit 1 [Source:HGNC Symbol;Acc:HGNC:9571]";;TRUE
ANP32B;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677]";;TRUE
ATP5F1B;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]";;TRUE
HINT1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]";;TRUE
HNRNPD;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]";;TRUE
LYPLA1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]";;TRUE
MTRNR2L2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
NACA;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]";;TRUE
PHB2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]";;TRUE
PTMA;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]";;TRUE
SELENOW;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"selenoprotein W [Source:HGNC Symbol;Acc:HGNC:10752]";;TRUE
SLC25A6;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]";;TRUE
UBB;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]";;TRUE
YBX1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]";;TRUE
C11orf31;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
ATP5B;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
MID1IP1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715]";;TRUE
KNG1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383]";;TRUE
OMG;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:HGNC:8135]";;TRUE
SLC25A29;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]";;TRUE
SNF8;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028]";;TRUE
INAFM1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"InaF motif containing 1 [Source:HGNC Symbol;Acc:HGNC:27406]";;TRUE
LINC00844;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"long intergenic non-protein coding RNA 844 [Source:HGNC Symbol;Acc:HGNC:45031]";;TRUE
TXNL4A;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]";;TRUE
TMPRSS5;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"transmembrane serine protease 5 [Source:HGNC Symbol;Acc:HGNC:14908]";;TRUE
GLRX5;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]";;TRUE
ATP5J;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
ANKRD6;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:17280]";;TRUE
COX4I1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"cytochrome c oxidase subunit 4I1 [Source:HGNC Symbol;Acc:HGNC:2265]";;TRUE
PFKFB2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]";;TRUE
CRYGS;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"crystallin gamma S [Source:HGNC Symbol;Acc:HGNC:2417]";;TRUE
NUDT4;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]";;TRUE
SPOCD1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]";;TRUE
KCNF1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]";;TRUE
OSBPL6;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]";;TRUE
MTHFD2L;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]";;TRUE
ARSJ;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]";;TRUE
LHX2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]";;TRUE
FOXG1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]";;TRUE
CTDNEP1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085]";;TRUE
ALKBH5;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]";;TRUE
PIPOX;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"pipecolic acid and sarcosine oxidase [Source:HGNC Symbol;Acc:HGNC:17804]";;TRUE
TRIM47;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]";;TRUE
SMOX;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]";;TRUE
C20orf24;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
RNF126;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151]";;TRUE
SH3GL1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]";;TRUE
RAD23A;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]";;TRUE
SSBP4;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]";;TRUE
KXD1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]";;TRUE
CCDC106;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]";;TRUE
IGSF21;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]";;TRUE
PLPPR5;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703]";;TRUE
FAM89A;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]";;TRUE
GRID2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"glutamate ionotropic receptor delta type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4576]";;TRUE
GNB2L1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
KLRC2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]";;TRUE
NKD1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"NKD inhibitor of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:17045]";;TRUE
CYP27B1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]";;TRUE
C1ORF61;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
CMTM5;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]";;TRUE
ATP23;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:HGNC Symbol;Acc:HGNC:29452]";;TRUE
TTC9B;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:HGNC:26395]";;TRUE
C1ORF122;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
C17ORF89;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
LINC01268;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
NNAT;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]";;TRUE
AC018890.6;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
KCTD8;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"potassium channel tetramerization domain containing 8 [Source:HGNC Symbol;Acc:HGNC:22394]";;TRUE
OOEP;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"oocyte expressed protein [Source:HGNC Symbol;Acc:HGNC:21382]";;TRUE
STEAP1B;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"STEAP family member 1B [Source:HGNC Symbol;Acc:HGNC:41907]";;TRUE
SLC26A3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018]";;TRUE
MAMDC2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]";;TRUE
PLEKHA7;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]";;TRUE
SIK3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]";;TRUE
GGACT;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100]";;TRUE
C14orf166;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;NA;;TRUE
ALKBH7;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"alkB homolog 7 [Source:HGNC Symbol;Acc:HGNC:21306]";;TRUE
ZNF90;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"zinc finger protein 90 [Source:HGNC Symbol;Acc:HGNC:13165]";;TRUE
CDHR1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]";;TRUE
LMF1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]";;TRUE
SHC3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]";;TRUE
EHD2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]";;TRUE
POLE4;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]";;TRUE
POM121;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]";;TRUE
SERPINA3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]";;TRUE
STEAP3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592]";;TRUE
GNB1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]";;TRUE
PARL;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]";;TRUE
G6PD;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"glucose-6-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4057]";;TRUE
FAAP20;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]";;TRUE
NR0B2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]";;TRUE
APH1A;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]";;TRUE
CRP;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"C-reactive protein [Source:HGNC Symbol;Acc:HGNC:2367]";;TRUE
APOA2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"apolipoprotein A2 [Source:HGNC Symbol;Acc:HGNC:601]";;TRUE
CHCHD5;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]";;TRUE
CISD2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]";;TRUE
SPINK1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"serine peptidase inhibitor Kazal type 1 [Source:HGNC Symbol;Acc:HGNC:11244]";;TRUE
RENBP;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]";;TRUE
MRPL23;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]";;TRUE
NTS;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]";;TRUE
CLN3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]";;TRUE
PPP4C;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]";;TRUE
VCX2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"variable charge X-linked 2 [Source:HGNC Symbol;Acc:HGNC:18158]";;TRUE
ADAMTSL1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]";;TRUE
DKK2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892]";;TRUE
EIF2S3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]";;TRUE
EMX2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341]";;TRUE
EPHA3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]";;TRUE
EPHA7;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"EPH receptor A7 [Source:HGNC Symbol;Acc:HGNC:3390]";;TRUE
NTN5;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"netrin 5 [Source:HGNC Symbol;Acc:HGNC:25208]";;TRUE
WIF1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]";;TRUE
CENPU;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]";;TRUE
SMC2;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]";;TRUE
GTSE1;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]";;TRUE
PCP4;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742]";;TRUE
HPCA;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"hippocalcin [Source:HGNC Symbol;Acc:HGNC:5144]";;TRUE
TMEM18;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]";;TRUE
POU4F3;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"POU class 4 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9220]";;TRUE
NRM;Stem.Sig;Stem sig;Biological_process;Zhang et al. 2022;https://doi.org/10.1186/s13073-022-01050-w;454;"nurim [Source:HGNC Symbol;Acc:HGNC:8003]";;TRUE
